pdbid,-logKd/Ki,set
5als,7.72,general
5em7,7.72,general
2aou,7.73,general
3ljg,7.73,refined
1bqo,7.74,general
1d8f,7.74,general
1eas,7.74,general
1f0s,7.74,refined
1h36,7.74,general
1heg,7.74,general
1j36,7.74,refined
1lee,7.74,refined
1nfu,7.74,refined
1qbo,7.74,refined
1qiw,7.74,general
1qj6,7.74,general
1rd4,7.74,refined
1sbg,7.74,refined
1txr,7.74,refined
1usn,7.74,refined
1wu1,7.74,general
1x70,7.74,general
2adu,7.74,general
2bmg,7.74,general
2chx,7.74,general
2jt5,7.74,general
2oh0,7.74,general
2pj8,7.74,general
2uw7,7.74,general
2v59,7.74,refined
3b7u,7.74,refined
3i7c,7.74,general
3mbl,7.74,general
3nb5,7.74,refined
3o9v,7.74,general
3ohh,7.74,general
3p7b,7.74,general
3ps6,7.74,general
3qk5,7.74,general
3tvc,7.74,refined
3twd,7.74,general
3wcb,7.74,general
3ztx,7.74,general
4anw,7.74,general
4anx,7.74,general
4auj,7.74,refined
4auy,7.74,general
4cae,7.74,general
4cpq,7.74,general
4gmc,7.74,general
4i71,7.74,refined
4i9z,7.74,general
4ipf,7.74,general
4j22,7.74,refined
4jhq,7.74,general
4jik,7.74,general
4kjv,7.74,general
4mm5,7.74,general
4ph4,7.74,general
4pp5,7.74,refined
4xnw,7.74,general
1rhq,7.75,general
2jkm,7.75,general
3vqs,7.75,general
4l23,7.75,general
4x50,7.75,refined
1hdt,7.76,general
2ccc,7.76,refined
2zpk,7.76,refined
3q3b,7.76,general
4c38,7.76,general
4hwp,7.76,refined
4z2b,7.76,refined
1axs,7.77,general
1ek1,7.77,general
1my2,7.77,general
1pi5,7.77,general
1wss,7.77,general
1xh9,7.77,refined
2bdy,7.77,general
2fx9,7.77,general
2g70,7.77,refined
2jh6,7.77,refined
2jsd,7.77,general
2lzg,7.77,general
2osc,7.77,general
2pj7,7.77,general
2qe2,7.77,general
2qm9,7.77,refined
2vv9,7.77,general
3chs,7.77,general
3cyw,7.77,refined
3d7g,7.77,general
3dsz,7.77,refined
3et7,7.77,general
3gm0,7.77,refined
3hy9,7.77,general
3io7,7.77,general
3iop,7.77,general
3k5c,7.77,general
3kwb,7.77,general
3mi2,7.77,refined
3qpn,7.77,general
3r22,7.77,general
3rcd,7.77,general
3rq7,7.77,general
3ske,7.77,general
3tzm,7.77,refined
3uvq,7.77,general
3uw4,7.77,refined
4alu,7.77,general
4cpx,7.77,general
4dh6,7.77,general
4g1f,7.77,general
4gzt,7.77,refined
4hvg,7.77,general
4jyv,7.77,general
4ke0,7.77,general
4lov,7.77,refined
4m3q,7.77,general
4md6,7.77,general
4nga,7.77,general
4obp,7.77,general
4oho,7.77,general
4pge,7.77,refined
4rj8,7.77,refined
4w9o,7.77,refined
4wsy,7.77,general
4y83,7.77,general
5apr,7.77,general
5cbm,7.77,refined
5csz,7.77,general
6apr,7.77,general
2bu5,7.78,general
2q6c,7.78,general
4jln,7.78,general
4kni,7.78,refined
4knn,7.78,refined
4q1d,7.78,general
1j19,7.79,general
1ywh,7.79,general
2zwz,7.79,refined
1al7,7.8,general
1cwc,7.8,general
1f28,7.8,general
1g49,7.8,general
1q6j,7.8,general
1u1b,7.8,core
1v48,7.8,refined
1x8t,7.8,refined
2chz,7.8,general
2ea2,7.8,general
2hd6,7.8,general
2i19,7.8,refined
2oph,7.8,general
2ra0,7.8,refined
2wl0,7.8,refined
3agl,7.8,refined
3czv,7.8,refined
3g5v,7.8,general
3g8o,7.8,general
3hq5,7.8,general
3kba,7.8,general
3oy1,7.8,general
3phe,7.8,general
3qgy,7.8,core
3rwj,7.8,general
3ryj,7.8,core
3s3i,7.8,general
3t07,7.8,general
3unz,7.8,general
4a9r,7.8,general
4aa5,7.8,general
4c1m,7.8,general
4fny,7.8,general
4fnz,7.8,general
4glx,7.8,general
4hvs,7.8,general
4ijp,7.8,general
4j3l,7.8,core
4jzr,7.8,general
4n6z,7.8,refined
4p44,7.8,general
4p45,7.8,general
4pg9,7.8,refined
4qem,7.8,refined
4qjw,7.8,refined
4qxt,7.8,general
4r93,7.8,general
4rj4,7.8,general
4uiv,7.8,general
4uxq,7.8,general
4w9p,7.8,refined
4x6j,7.8,general
5cte,7.8,general
5cy3,7.8,general
2yem,7.81,general
4gr3,7.81,refined
4o4y,7.81,general
1b6h,7.82,refined
1eat,7.82,general
1gfw,7.82,general
1nde,7.82,general
1nf8,7.82,refined
1njs,7.82,refined
1nvs,7.82,refined
1q3d,7.82,general
1sqq,7.82,general
1yly,7.82,general
2a4r,7.82,general
2b8l,7.82,general
2bdl,7.82,general
2cf9,7.82,refined
2euf,7.82,general
2f9v,7.82,general
2j34,7.82,refined
2jg0,7.82,refined
2o4n,7.82,refined
2o5k,7.82,general
2o7n,7.82,general
2oc0,7.82,general
2pj5,7.82,general
2ptz,7.82,refined
2pu0,7.82,general
2x6e,7.82,general
2xbx,7.82,refined
2xfi,7.82,general
2xjg,7.82,refined
3bi6,7.82,general
3dz6,7.82,general
3gcp,7.82,refined
3koo,7.82,general
3l13,7.82,general
3mj1,7.82,general
3mj2,7.82,general
3n2p,7.82,refined
3n51,7.82,general
3ncz,7.82,general
3odi,7.82,general
3prs,7.82,core
3tpp,7.82,general
3uo6,7.82,general
3uph,7.82,general
3vx3,7.82,refined
3we4,7.82,general
3zp9,7.82,general
4a4l,7.82,general
4b0g,7.82,general
4bfp,7.82,general
4bgg,7.82,general
4k0y,7.82,refined
4n9e,7.82,general
4no9,7.82,general
4o13,7.82,general
4pp3,7.82,refined
4qpd,7.82,refined
4wuy,7.82,general
4x9r,7.82,general
4y5h,7.82,general
4z1q,7.82,general
4zsa,7.82,general
5ake,7.82,general
5bq0,7.82,general
1m5f,7.83,general
3mz3,7.83,general
3ole,7.83,general
4gr8,7.83,refined
3cd7,7.84,refined
3ibl,7.84,refined
3n2u,7.84,refined
3olg,7.84,general
3ttn,7.84,refined
3twj,7.84,general
4gzp,7.84,refined
1a94,7.85,refined
1b8y,7.85,refined
1cny,7.85,refined
1jwt,7.85,general
1laf,7.85,refined
1lbf,7.85,refined
1lst,7.85,refined
1o2t,7.85,general
1w12,7.85,general
1x78,7.85,general
2fle,7.85,refined
2gv7,7.85,refined
2oz7,7.85,general
2x8e,7.85,general
2xcs,7.85,general
3bel,7.85,general
3bi0,7.85,general
3c84,7.85,refined
3cib,7.85,general
3d7d,7.85,general
3dd8,7.85,refined
3e51,7.85,general
3efk,7.85,general
3eta,7.85,general
3h9k,7.85,general
3i5n,7.85,general
3ika,7.85,general
3ooz,7.85,general
3qti,7.85,general
3sut,7.85,refined
3tl5,7.85,general
3ua8,7.85,general
3uw5,7.85,refined
3uyt,7.85,general
3vw6,7.85,general
4avu,7.85,general
4bjc,7.85,general
4dfw,7.85,general
4fs3,7.85,general
4gk4,7.85,general
4i0r,7.85,general
4ieh,7.85,refined
4kbc,7.85,general
4mc1,7.85,refined
4o44,7.85,general
4p4b,7.85,general
4pcs,7.85,core
4pg3,7.85,general
4qlv,7.85,general
4r76,7.85,refined
4r95,7.85,general
4rak,7.85,refined
4res,7.85,general
4u6r,7.85,general
4x5r,7.85,refined
4x7q,7.85,general
4x9v,7.85,general
5dgz,7.85,general
1fq6,7.86,general
2ydv,7.86,general
2zas,7.86,general
3hwx,7.86,general
4zl4,7.86,refined
2z6w,7.87,general
3ccw,7.87,refined
4rvk,7.87,general
2clv,7.88,general
3sie,7.88,general
4ele,7.88,general
5ap6,7.88,general
1au2,7.89,general
1bm6,7.89,general
1cwb,7.89,general
1erq,7.89,general
1fzo,7.89,refined
1gj7,7.89,refined
1h2t,7.89,refined
1h2u,7.89,general
1klg,7.89,general
1kvo,7.89,general
1npz,7.89,general
1q6m,7.89,general
1qng,7.89,general
1v79,7.89,general
1vjb,7.89,general
1waw,7.89,general
1wdy,7.89,general
1x7a,7.89,general
1ywr,7.89,general
2ajl,7.89,general
2f3k,7.89,general
2g2r,7.89,general
2j50,7.89,general
2onc,7.89,general
2ovz,7.89,general
2pj4,7.89,general
2qd9,7.89,general
2vj6,7.89,general
2wf4,7.89,general
2xfj,7.89,general
2xxy,7.89,general
2ylc,7.89,refined
2ym8,7.89,general
2zn7,7.89,refined
3a29,7.89,general
3c56,7.89,refined
3e3u,7.89,general
3f8s,7.89,general
3gxz,7.89,general
3h59,7.89,general
3hig,7.89,refined
3i81,7.89,general
3kr5,7.89,general
3mg6,7.89,general
3mg7,7.89,general
3mvl,7.89,general
3n75,7.89,general
3rz5,7.89,refined
3uoh,7.89,general
3uzp,7.89,general
3v04,7.89,general
3vtc,7.89,general
3wax,7.89,general
4axm,7.89,general
4b5d,7.89,refined
4bzo,7.89,general
4djs,7.89,general
4dzw,7.89,general
4eg4,7.89,general
4ehr,7.89,general
4g8m,7.89,refined
4gts,7.89,general
4igt,7.89,refined
4j1k,7.89,general
4kb8,7.89,general
4m8e,7.89,refined
4mz4,7.89,general
4ruy,7.89,refined
4rx9,7.89,general
4u93,7.89,general
4y85,7.89,general
4yp8,7.89,general
4ytc,7.89,refined
4yti,7.89,general
4zz1,7.89,general
5d7r,7.89,general
2e9v,7.9,general
2yiq,7.9,general
3cd5,7.9,refined
3hha,7.9,general
3k22,7.9,general
4gk7,7.9,general
4uiu,7.9,general
1ajx,7.91,refined
2h5j,7.91,general
2q1l,7.91,general
2qk8,7.91,general
3sv8,7.91,general
4a50,7.91,general
1avp,7.92,general
1b6j,7.92,refined
1c4y,7.92,general
1f90,7.92,general
1k1p,7.92,general
1p2a,7.92,general
1q6s,7.92,general
1tfq,7.92,general
1tg5,7.92,general
1tl7,7.92,general
1xbc,7.92,general
1zfk,7.92,refined
2cem,7.92,general
2gbf,7.92,general
2hxl,7.92,general
2irz,7.92,general
2jjb,7.92,refined
2ovv,7.92,refined
2pj2,7.92,general
2pj9,7.92,general
2q7o,7.92,general
2w1e,7.92,general
2x6d,7.92,general
2y0j,7.92,general
2yj2,7.92,general
3au6,7.92,general
3d7z,7.92,refined
3e0p,7.92,general
3eft,7.92,refined
3fi3,7.92,general
3fz1,7.92,general
3h9f,7.92,general
3hhm,7.92,general
3hv7,7.92,general
3ivi,7.92,general
3kc0,7.92,general
3o0u,7.92,general
3od0,7.92,general
3p3j,7.92,general
3q92,7.92,general
3qpp,7.92,general
3rah,7.92,general
3sbi,7.92,refined
3vtd,7.92,general
3wdc,7.92,general
3wv2,7.92,general
4a6c,7.92,refined
4ael,7.92,general
4at4,7.92,general
4bcn,7.92,refined
4bky,7.92,general
4cws,7.92,refined
4g0c,7.92,general
4g68,7.92,general
4hbm,7.92,refined
4hge,7.92,core
4hs8,7.92,general
4j1f,7.92,general
4j5p,7.92,general
4kmu,7.92,general
4mq1,7.92,general
4mzs,7.92,general
4phu,7.92,refined
4qga,7.92,general
4quo,7.92,general
4rux,7.92,refined
4wt6,7.92,general
4xv3,7.92,general
4yjn,7.92,general
5aix,7.92,general
5e1s,7.92,refined
3daz,7.93,refined
4g34,7.93,general
1mem,7.94,general
2ewa,7.94,refined
3dcs,7.94,general
3hqy,7.94,general
4gtp,7.94,general
1leg,7.95,general
1sqb,7.95,general
2itp,7.95,general
3bh8,7.95,general
3fmq,7.95,general
3t85,7.95,refined
3u7n,7.95,refined
4b7j,7.95,refined
4bxk,7.95,refined
4knj,7.95,refined
1epo,7.96,refined
1g2k,7.96,refined
1hvh,7.96,refined
1idb,7.96,general
1nzq,7.96,general
1o3e,7.96,general
1o3f,7.96,core
1o3g,7.96,general
1qxl,7.96,refined
1xom,7.96,general
2e1w,7.96,refined
2e2b,7.96,general
2eh8,7.96,general
2j6m,7.96,general
2oah,7.96,general
2oc9,7.96,general
2p3a,7.96,refined
2p83,7.96,general
2q15,7.96,general
2qe4,7.96,core
2x8z,7.96,refined
2zva,7.96,general
3a5y,7.96,refined
3bgq,7.96,refined
3e3b,7.96,general
3ekw,7.96,refined
3fzr,7.96,general
3g5d,7.96,general
3iok,7.96,general
3iww,7.96,refined
3mhc,7.96,refined
3ndm,7.96,general
3nnx,7.96,general
3nwb,7.96,general
3pp0,7.96,general
3qs1,7.96,general
3r4p,7.96,refined
3rvi,7.96,general
3sni,7.96,general
3uh4,7.96,general
3uuo,7.96,core
3v5j,7.96,general
3vw9,7.96,general
3w5e,7.96,general
4ap7,7.96,refined
4bcj,7.96,general
4g2j,7.96,general
4j2t,7.96,general
4jbs,7.96,general
4k3n,7.96,refined
4m4q,7.96,general
4m5u,7.96,general
4ncg,7.96,general
4ngp,7.96,refined
4pp7,7.96,general
4r59,7.96,refined
4r7m,7.96,general
4uvx,7.96,general
4y46,7.96,general
4y79,7.96,refined
4y8c,7.96,general
4yt6,7.96,general
5ajx,7.96,general
5ea7,7.96,general
3amv,7.97,general
3fmr,7.97,general
3ldw,7.97,general
4x1f,7.97,general
5ap1,7.97,general
5ap5,7.97,general
4gto,7.98,general
1mf4,7.99,general
3oyq,7.99,refined
1a4k,8.0,refined
1apw,8.0,general
1ayv,8.0,general
1b57,8.0,refined
1b5g,8.0,general
1bzs,8.0,general
1dqn,8.0,refined
1fkg,8.0,refined
1fpp,8.0,general
1fvv,8.0,general
1g2a,8.0,general
1gaf,8.0,refined
1gai,8.0,refined
1i5d,8.0,general
1nc6,8.0,general
1o46,8.0,general
1qin,8.0,refined
1r0p,8.0,refined
1rmz,8.0,refined
1sm2,8.0,general
1tkb,8.0,refined
1tps,8.0,general
1utr,8.0,general
1vyg,8.0,refined
1xws,8.0,refined
1ycm,8.0,general
1yhs,8.0,general
1ym2,8.0,general
1ypg,8.0,refined
1yw8,8.0,general
1z3j,8.0,general
2ama,8.0,general
2e94,8.0,refined
2hah,8.0,refined
2p4i,8.0,general
2r3j,8.0,general
2r3m,8.0,general
2r6f,8.0,general
2vnt,8.0,refined
2vwn,8.0,refined
2w1c,8.0,general
2wev,8.0,general
2xbw,8.0,refined
2ymt,8.0,general
2z8e,8.0,general
3b92,8.0,refined
3c9e,8.0,general
3co9,8.0,general
3cvk,8.0,general
3cwj,8.0,general
3cyx,8.0,core
3d5m,8.0,general
3dba,8.0,general
3dej,8.0,general
3e92,8.0,core
3fc1,8.0,general
3fur,8.0,core
3gkz,8.0,refined
3gur,8.0,general
3gvu,8.0,refined
3gzn,8.0,general
3hs4,8.0,refined
3hx3,8.0,refined
3k97,8.0,refined
3l0e,8.0,general
3l8x,8.0,general
3nga,8.0,general
3oy0,8.0,refined
3qd3,8.0,general
3rey,8.0,general
3rwd,8.0,general
3s7m,8.0,general
3sio,8.0,refined
3t0x,8.0,refined
3zcl,8.0,refined
4a6l,8.0,refined
4ap0,8.0,general
4axa,8.0,general
4bxn,8.0,general
4d08,8.0,general
4dr9,8.0,general
4ehz,8.0,refined
4f7l,8.0,general
4g8l,8.0,general
4hcu,8.0,general
4ht0,8.0,refined
4jjf,8.0,general
4jyu,8.0,general
4kfp,8.0,general
4knm,8.0,refined
4l4m,8.0,general
4lp0,8.0,general
4lpb,8.0,general
4lv2,8.0,general
4mb9,8.0,general
4mo8,8.0,refined
4o2c,8.0,refined
4o2e,8.0,general
4o9v,8.0,refined
4poh,8.0,refined
4pzh,8.0,general
4qg7,8.0,general
4twt,8.0,general
4u45,8.0,general
4x6i,8.0,refined
4yff,8.0,general
4ykn,8.0,general
4zjj,8.0,general
4zx0,8.0,refined
5bml,8.0,general
8abp,8.0,general
9abp,8.0,general
1m5b,8.01,general
1v7a,8.01,refined
2cc7,8.01,refined
2pj1,8.01,general
3p44,8.01,general
3vje,8.01,refined
4muw,8.01,general
1b7h,8.02,refined
2cet,8.02,core
2zdt,8.02,general
3iit,8.02,general
3n4c,8.02,general
3v49,8.02,general
4n00,8.02,general
4uye,8.02,refined
4yes,8.02,refined
1z6j,8.03,general
4elf,8.03,refined
4x5y,8.03,refined
1mpa,8.04,general
1rhj,8.04,general
2mpa,8.04,general
3at3,8.04,general
3vzv,8.04,general
4gtm,8.04,general
4m2u,8.04,refined
4q1f,8.04,general
4zz2,8.04,general
5tmn,8.04,core
1hih,8.05,refined
1hrn,8.05,general
1jjt,8.05,general
1ke7,8.05,general
1lqd,8.05,general
1o42,8.05,general
1ong,8.05,general
1qj1,8.05,general
1sjh,8.05,general
1vyf,8.05,refined
1x7r,8.05,general
2b9a,8.05,refined
2bqv,8.05,refined
2i0h,8.05,general
2iw9,8.05,general
2jjk,8.05,general
2jkh,8.05,refined
2no3,8.05,general
2wxh,8.05,general
2xc4,8.05,refined
2xcg,8.05,general
2xm9,8.05,general
2xxt,8.05,refined
2y80,8.05,refined
2z60,8.05,general
2zv9,8.05,general
3ag9,8.05,core
3cd8,8.05,general
3emg,8.05,general
3ens,8.05,general
3eqy,8.05,general
3ml2,8.05,refined
3mwu,8.05,general
3nnw,8.05,general
3ot8,8.05,general
3oys,8.05,general
3qkl,8.05,general
3txo,8.05,general
3u8l,8.05,refined
4a4o,8.05,general
4aa4,8.05,general
4b8y,8.05,refined
4bcc,8.05,general
4byi,8.05,general
4hdb,8.05,refined
4mk9,8.05,general
4o4g,8.05,general
4ogv,8.05,general
4oth,8.05,general
4q19,8.05,refined
4qhp,8.05,general
4rfd,8.05,refined
4urm,8.05,general
4wmc,8.05,general
4x7l,8.05,general
4y8d,8.05,general
4yqh,8.05,general
4zhm,8.05,refined
5abg,8.05,general
5ece,8.05,general
1iwq,8.06,general
1zgb,8.06,general
2qu5,8.06,general
3dbu,8.06,refined
3hiw,8.06,general
3ovz,8.06,general
4avt,8.06,general
4fab,8.06,general
4i5m,8.06,general
5ea5,8.06,general
1dva,8.07,general
1gni,8.07,general
1jtq,8.07,general
1wxz,8.07,general
2jbo,8.07,general
2jbp,8.07,general
3ant,8.07,general
3jwr,8.07,general
3l9n,8.07,general
3oxz,8.07,general
3r2y,8.07,general
3v8w,8.07,general
3vbd,8.07,refined
4exg,8.07,general
4um9,8.07,general
1siv,8.08,refined
2q70,8.08,general
3fmz,8.08,general
3ifl,8.08,refined
3k39,8.08,general
3lil,8.08,general
3wd9,8.08,general
4edz,8.08,general
4hzz,8.08,general
4mf0,8.08,general
4qlu,8.08,general
4wxi,8.08,general
6fiv,8.08,general
1acj,8.09,general
1lhf,8.09,general
2pj0,8.09,general
2rkg,8.09,refined
2yfx,8.09,refined
3hub,8.09,refined
3kqe,8.09,general
3oe6,8.09,general
3s2a,8.09,general
3tu7,8.09,refined
4elh,8.09,refined
4his,8.09,general
4kzc,8.09,general
4loy,8.09,refined
5cf6,8.09,general
1dbk,8.1,general
1erb,8.1,refined
1fzj,8.1,refined
1ghy,8.1,refined
1l6m,8.1,refined
1ody,8.1,general
1p4r,8.1,general
1pq6,8.1,general
1qj7,8.1,general
1rhr,8.1,general
1rt1,8.1,general
1stc,8.1,refined
1uk0,8.1,general
1xud,8.1,general
1ype,8.1,refined
1zxc,8.1,general
2a5u,8.1,general
2b52,8.1,general
2cf8,8.1,refined
2e9u,8.1,refined
2hiw,8.1,general
2iog,8.1,general
2pvj,8.1,refined
2qk5,8.1,general
2ql5,8.1,general
2qp8,8.1,general
2qzl,8.1,general
2rcw,8.1,general
2vvu,8.1,refined
2wpa,8.1,general
3at4,8.1,general
3caj,8.1,general
3ccc,8.1,general
3f15,8.1,refined
3ion,8.1,general
3ith,8.1,general
3jzs,8.1,general
3kr8,8.1,core
3l58,8.1,general
3l8v,8.1,general
3l9h,8.1,general
3lox,8.1,general
3lxs,8.1,general
3nal,8.1,general
3nx7,8.1,core
3qai,8.1,general
3skg,8.1,general
3tyv,8.1,general
3vw7,8.1,general
4bid,8.1,general
4d0x,8.1,general
4e90,8.1,general
4eg5,8.1,general
4eqc,8.1,general
4frk,8.1,general
4hai,8.1,general
4hgl,8.1,general
4i1c,8.1,general
4i9i,8.1,general
4jq8,8.1,general
4nwm,8.1,general
4oq3,8.1,general
4p10,8.1,general
4pms,8.1,general
4poj,8.1,refined
4r74,8.1,refined
4rwl,8.1,general
4ryg,8.1,general
4u44,8.1,general
4wf2,8.1,general
4wht,8.1,general
4why,8.1,general
4wke,8.1,general
4wnp,8.1,general
4xy2,8.1,general
4zj4,8.1,refined
4zxx,8.1,general
4zyi,8.1,general
5ar8,8.1,general
1err,8.11,general
1ndz,8.11,refined
1nvr,8.11,refined
2jko,8.11,general
2jkq,8.11,general
2pq9,8.11,refined
2znu,8.11,general
3fv2,8.11,core
3vry,8.11,general
3vye,8.11,general
4aze,8.11,general
4cp7,8.11,refined
4ge4,8.11,general
4p6g,8.11,general
4puz,8.11,general
4v01,8.11,refined
4v04,8.11,general
4z1j,8.11,refined
4z7i,8.11,general
5ea4,8.11,general
1o5r,8.12,refined
2k2g,8.12,general
2yi0,8.12,refined
3hiv,8.12,general
3rwc,8.12,general
3upx,8.12,general
4li8,8.12,general
4ngs,8.12,general
2yk1,8.13,refined
3dng,8.13,general
3oev,8.13,general
3q3k,8.13,general
4pop,8.13,refined
4qfr,8.13,general
5alc,8.13,general
1g35,8.14,refined
1yqj,8.14,refined
3b4f,8.14,refined
3ljz,8.14,refined
3lxg,8.14,general
3odu,8.14,refined
3oe8,8.14,general
3ryx,8.14,refined
4buq,8.14,refined
4isi,8.14,refined
4jt9,8.14,general
4q07,8.14,general
4rlp,8.14,general
1aq1,8.15,general
1fkh,8.15,refined
1g27,8.15,general
1ikx,8.15,general
1jlq,8.15,general
1pfy,8.15,general
1pmn,8.15,general
1tfz,8.15,general
1tt1,8.15,general
1u9x,8.15,general
1w5v,8.15,refined
2ayp,8.15,general
2bed,8.15,general
2bkz,8.15,general
2d1n,8.15,refined
2fm2,8.15,general
2fxu,8.15,refined
2jf4,8.15,refined
2q1q,8.15,refined
2wxi,8.15,general
2ydk,8.15,general
2ywp,8.15,general
2zof,8.15,general
3bea,8.15,general
3bu1,8.15,refined
3byo,8.15,general
3d8w,8.15,refined
3dz5,8.15,general
3faa,8.15,general
3frz,8.15,general
3g0b,8.15,general
3h0e,8.15,general
3i1y,8.15,general
3i4b,8.15,refined
3kb7,8.15,general
3l54,8.15,general
3nw6,8.15,general
3nww,8.15,general
3nxq,8.15,refined
3oaw,8.15,general
3r4o,8.15,general
3rtp,8.15,general
3v5l,8.15,general
4alv,8.15,general
4bcf,8.15,general
4bcg,8.15,general
4dbn,8.15,general
4e4x,8.15,general
4eo8,8.15,core
4erw,8.15,general
4ge7,8.15,general
4jr5,8.15,general
4jze,8.15,general
4kip,8.15,general
4l33,8.15,general
4loo,8.15,refined
4lop,8.15,general
4loq,8.15,general
4lxb,8.15,general
4ly9,8.15,refined
4mbi,8.15,general
4n5t,8.15,general
4ona,8.15,general
4op3,8.15,general
4qiz,8.15,refined
4qt1,8.15,general
4uwf,8.15,general
4uwg,8.15,general
4ycl,8.15,general
4yl3,8.15,general
4ytf,8.15,general
1c8l,8.16,general
3g08,8.16,refined
3w2s,8.16,general
4elg,8.16,refined
4zud,8.16,general
2g63,8.17,general
3hac,8.17,general
3krd,8.17,general
3kwf,8.17,general
3rz8,8.17,refined
3zim,8.17,general
4aac,8.17,general
4ayy,8.17,general
4k5y,8.17,general
4mxc,8.17,general
4q09,8.17,refined
4q1e,8.17,general
4qjm,8.17,refined
4xct,8.17,general
4z0q,8.17,refined
1dwd,8.18,general
2f80,8.18,refined
2iiv,8.18,general
2pj3,8.18,general
3ixk,8.18,general
3l3n,8.18,refined
3oe9,8.18,general
3wzj,8.18,general
4anb,8.18,general
4kbk,8.18,general
4qlq,8.18,general
1epq,8.19,general
1oky,8.19,general
1p03,8.19,general
1w6j,8.19,general
2h5d,8.19,general
2h65,8.19,general
2r59,8.19,refined
2wtw,8.19,general
2yj8,8.19,general
2zir,8.19,general
3blr,8.19,general
3c5u,8.19,general
3g6h,8.19,general
3hit,8.19,refined
3hpt,8.19,general
3roc,8.19,refined
4mc2,8.19,refined
5acy,8.19,refined
5fl5,8.19,refined
1ek2,8.2,general
1owd,8.2,general
1sqp,8.2,general
2jds,8.2,refined
2jdv,8.2,general
2jjr,8.2,general
2jkk,8.2,general
2pqj,8.2,general
3cjf,8.2,general
3dcr,8.2,general
3k23,8.2,general
3qd4,8.2,general
4abi,8.2,general
4bhn,8.2,general
4ezk,8.2,general
4gg7,8.2,refined
4jr0,8.2,general
1o0d,8.21,general
1onh,8.21,general
2e9n,8.21,general
2ff1,8.21,general
2ff2,8.21,general
3u6j,8.21,general
3up7,8.21,general
3vhe,8.21,general
4hiq,8.21,general
4hyu,8.21,general
4ixh,8.21,general
4m6q,8.21,general
4x5p,8.21,refined
5c4o,8.21,general
1ao8,8.22,general
1dth,8.22,general
1dtq,8.22,general
1efy,8.22,refined
1em6,8.22,general
1ets,8.22,general
1h1d,8.22,refined
1h1s,8.22,refined
1jr1,8.22,general
1kdz,8.22,general
1pl0,8.22,general
1rt2,8.22,general
1sje,8.22,general
1u9v,8.22,general
1w11,8.22,refined
2az8,8.22,general
2c6o,8.22,general
2cbs,8.22,general
2cji,8.22,general
2ow2,8.22,general
2qzx,8.22,general
2v16,8.22,general
2vvv,8.22,refined
2zcs,8.22,refined
3bym,8.22,general
3d1y,8.22,refined
3d9v,8.22,general
3h0y,8.22,general
3hhk,8.22,general
3i28,8.22,general
3l3m,8.22,refined
3le9,8.22,refined
3nan,8.22,general
3pup,8.22,general
3pz4,8.22,general
3q77,8.22,general
3tti,8.22,general
3u2q,8.22,general
3upi,8.22,general
3v5t,8.22,refined
3whw,8.22,general
3zbx,8.22,refined
4a7c,8.22,general
4bci,8.22,general
4bs4,8.22,general
4bs5,8.22,general
4c4g,8.22,general
4c4h,8.22,general
4deg,8.22,general
4e20,8.22,general
4gtt,8.22,general
4h3g,8.22,refined
4hym,8.22,refined
4i7c,8.22,general
4j9a,8.22,general
4kba,8.22,general
4kju,8.22,general
4lko,8.22,refined
4lwv,8.22,general
4otf,8.22,general
4pdk,8.22,general
4qyo,8.22,general
4r3s,8.22,general
4u0i,8.22,general
4x7n,8.22,general
4xcu,8.22,general
4xh2,8.22,general
4yl0,8.22,general
4ylj,8.22,general
4z7s,8.22,general
5alz,8.22,general
5amg,8.22,refined
1ero,8.23,general
2w1f,8.23,general
3e5a,8.23,core
3f16,8.23,refined
3qbn,8.23,general
4kfq,8.23,refined
4ptg,8.23,general
4z1n,8.23,general
1eve,8.24,general
1jd0,8.24,general
1ke6,8.24,general
1nmk,8.24,general
1npv,8.24,general
1u9e,8.24,general
1ydb,8.24,refined
2gde,8.24,general
3g4l,8.24,general
3hll,8.24,refined
4hmq,8.24,general
4rfc,8.24,refined
4x6m,8.24,refined
4z1e,8.24,refined
5a4c,8.24,general
1auj,8.25,general
1c1u,8.25,refined
1g4o,8.25,refined
1nvq,8.25,core
2h5e,8.25,general
2pbw,8.25,refined
3ug2,8.25,refined
3vjl,8.25,general
1iky,8.26,general
2chm,8.26,general
2e2r,8.26,refined
3cen,8.26,general
3dpo,8.26,general
3wc7,8.26,general
4di2,8.26,general
4uvy,8.26,general
5ap0,8.26,general
1clu,8.27,general
1wuq,8.27,refined
2cbj,8.27,refined
3hek,8.27,refined
3tdc,8.27,general
4cps,8.27,refined
4djy,8.27,refined
4eb9,8.27,general
4l1a,8.27,general
4lp6,8.27,general
4xv2,8.27,general
3l17,8.28,general
3nw7,8.28,general
3o95,8.28,general
3tt4,8.28,refined
4j3d,8.28,general
4mha,8.28,general
4oc2,8.28,refined
4oc3,8.28,refined
4pov,8.28,general
1a28,8.29,refined
2a4w,8.29,general
4bj8,8.29,refined
4wn1,8.29,general
1b6l,8.3,refined
1bzf,8.3,general
1dtt,8.3,general
1hv5,8.3,general
1lqf,8.3,general
1okz,8.3,general
1q6t,8.3,general
1qbq,8.3,refined
1rej,8.3,general
1rww,8.3,general
1s17,8.3,general
1sve,8.3,general
1tft,8.3,general
1tom,8.3,refined
1u3r,8.3,general
1uv5,8.3,general
