pdbid,-logKd/Ki,set
5zkc,8.19,refined
6ayq,8.19,refined
1ek2,8.2,general
1owd,8.2,general
1sqp,8.2,general
2jds,8.2,refined
2jdv,8.2,general
2jjr,8.2,general
2jkk,8.2,general
2pqj,8.2,general
3cjf,8.2,general
3dcr,8.2,general
3k23,8.2,general
3qd4,8.2,general
4abi,8.2,general
4bhn,8.2,general
4ezk,8.2,general
4gg7,8.2,refined
4jr0,8.2,general
5exm,8.2,refined
5nob,8.2,general
5t2l,8.2,general
5uor,8.2,general
5xxk,8.2,general
5zo8,8.2,refined
5zo9,8.2,general
6d1m,8.2,general
6q74,8.2,general
1o0d,8.21,general
1onh,8.21,general
2e9n,8.21,general
2ff1,8.21,general
2ff2,8.21,general
3u6j,8.21,general
3up7,8.21,general
3vhe,8.21,general
4hiq,8.21,general
4hyu,8.21,general
4ixh,8.21,general
4m6q,8.21,general
4x5p,8.21,refined
5c4o,8.21,general
5fto,8.21,refined
5hhx,8.21,general
5ivs,8.21,general
5uvc,8.21,general
6d6t,8.21,general
6d6u,8.21,general
1ao8,8.22,general
1dth,8.22,general
1dtq,8.22,general
1efy,8.22,refined
1em6,8.22,general
1ets,8.22,general
1h1d,8.22,general
1h1s,8.22,refined
1jr1,8.22,general
1pl0,8.22,general
1rt2,8.22,general
1sje,8.22,general
1u9v,8.22,general
1w11,8.22,refined
2az8,8.22,general
2c6o,8.22,general
2cbs,8.22,general
2cji,8.22,general
2ow2,8.22,general
2qzx,8.22,general
2v16,8.22,general
2vvv,8.22,refined
2zcs,8.22,refined
3bym,8.22,general
3d1y,8.22,refined
3d9v,8.22,general
3h0y,8.22,general
3hhk,8.22,general
3i28,8.22,general
3l3m,8.22,refined
3le9,8.22,refined
3nan,8.22,general
3pup,8.22,general
3pz4,8.22,general
3q77,8.22,general
3tti,8.22,general
3u2q,8.22,general
3upi,8.22,general
3v5t,8.22,refined
3whw,8.22,general
3zbx,8.22,refined
4a7c,8.22,general
4bci,8.22,general
4bs4,8.22,general
4bs5,8.22,general
4c4g,8.22,general
4c4h,8.22,general
4deg,8.22,general
4e20,8.22,general
4gtt,8.22,general
4h3g,8.22,refined
4hym,8.22,refined
4i7c,8.22,general
4j9a,8.22,general
4kba,8.22,general
4kju,8.22,general
4lko,8.22,refined
4lwv,8.22,general
4otf,8.22,general
4pdk,8.22,general
4qyo,8.22,general
4r3s,8.22,general
4u0i,8.22,general
4x7n,8.22,general
4xcu,8.22,general
4xh2,8.22,general
4yl0,8.22,general
4ylj,8.22,general
5alz,8.22,general
5amg,8.22,refined
5csx,8.22,general
5fck,8.22,refined
5h3q,8.22,general
5hor,8.22,general
5j6d,8.22,general
5k0s,8.22,general
5k8s,8.22,refined
5kya,8.22,general
5l6o,8.22,general
5lgo,8.22,general
5m0m,8.22,general
5n2d,8.22,general
5nb7,8.22,general
5qcn,8.22,general
5ul6,8.22,general
5w8v,8.22,general
6atv,8.22,general
6ax4,8.22,general
6ckc,8.22,general
6ffn,8.22,general
6fni,8.22,refined
6m9f,8.22,general
1ero,8.23,general
2w1f,8.23,general
3e5a,8.23,core
3f16,8.23,refined
3qbn,8.23,general
4kfq,8.23,refined
4ptg,8.23,general
4z1n,8.23,general
5ahj,8.23,general
1eve,8.24,general
1jd0,8.24,general
1ke6,8.24,general
1nmk,8.24,general
1npv,8.24,general
1u9e,8.24,general
1ydb,8.24,refined
2gde,8.24,general
3g4l,8.24,general
3hll,8.24,refined
4hmq,8.24,general
4rfc,8.24,refined
4x6m,8.24,refined
4z1e,8.24,refined
5a4c,8.24,general
5jog,8.24,general
6b5q,8.24,refined
6g34,8.24,refined
1auj,8.25,general
1c1u,8.25,refined
1g4o,8.25,refined
1nvq,8.25,core
2h5e,8.25,general
2pbw,8.25,refined
3ug2,8.25,refined
3vjl,8.25,general
6bw5,8.25,general
6cpw,8.25,refined
6et8,8.25,general
6f6r,8.25,general
1iky,8.26,general
2chm,8.26,general
2e2r,8.26,refined
3cen,8.26,general
3dpo,8.26,general
3wc7,8.26,general
4di2,8.26,general
4uvy,8.26,general
5ap0,8.26,general
5j86,8.26,refined
6gzm,8.26,refined
1clu,8.27,general
1wuq,8.27,refined
2cbj,8.27,refined
3hek,8.27,refined
3tdc,8.27,general
4cps,8.27,refined
4djy,8.27,refined
4eb9,8.27,general
4l1a,8.27,general
4lp6,8.27,general
4xv2,8.27,general
5nhj,8.27,general
6anl,8.27,general
6dug,8.27,general
6gzh,8.27,general
3l17,8.28,general
3nw7,8.28,general
3o95,8.28,general
3tt4,8.28,refined
4j3d,8.28,general
4mha,8.28,general
4oc2,8.28,refined
4oc3,8.28,refined
4pov,8.28,general
5cei,8.28,general
5gnk,8.28,general
5kzq,8.28,general
5ne1,8.28,general
5tkk,8.28,refined
5v2q,8.28,general
1a28,8.29,refined
2a4w,8.29,general
4bj8,8.29,refined
4wn1,8.29,general
5j8i,8.29,general
5uey,8.29,general
5v2p,8.29,general
6ayo,8.29,refined
1b6l,8.3,refined
1bzf,8.3,general
1dtt,8.3,general
1hv5,8.3,general
1lqf,8.3,general
1okz,8.3,general
1q6t,8.3,general
1qbq,8.3,refined
1rej,8.3,general
1rww,8.3,general
1s17,8.3,general
1sve,8.3,general
1tft,8.3,general
1tom,8.3,refined
1u3r,8.3,general
1uv5,8.3,general
1yt9,8.3,general
1zzl,8.3,general
2aeb,8.3,general
2cen,8.3,refined
2gv2,8.3,general
2hrp,8.3,general
2imd,8.3,general
2iqg,8.3,general
2nv7,8.3,general
2pe1,8.3,general
2pll,8.3,general
2pvk,8.3,refined
2qmd,8.3,general
2rd6,8.3,refined
2rfn,8.3,general
2rku,8.3,general
2v7a,8.3,core
2v95,8.3,refined
2x81,8.3,general
2ydj,8.3,general
2yoj,8.3,general
3atu,8.3,general
3bc5,8.3,general
3bjm,8.3,general
3cid,8.3,general
3d20,8.3,general
3fqe,8.3,refined
3fyj,8.3,general
3g0d,8.3,general
3g0g,8.3,general
3g86,8.3,general
3gjw,8.3,refined
3gn7,8.3,general
3h5s,8.3,general
3h98,8.3,general
3hku,8.3,refined
3hvi,8.3,refined
3jy0,8.3,refined
3lxl,8.3,general
3ly2,8.3,general
3ocb,8.3,general
3oct,8.3,general
3ot3,8.3,general
3rvg,8.3,general
3skf,8.3,general
3tyq,8.3,general
3zps,8.3,refined
4afg,8.3,refined
4az3,8.3,general
4bea,8.3,general
4cwr,8.3,refined
4dus,8.3,general
4ejn,8.3,general
4elb,8.3,general
4emv,8.3,general
4fob,8.3,general
4gfn,8.3,general
4gtq,8.3,general
4gtr,8.3,general
4hgs,8.3,general
4i6f,8.3,general
4i6h,8.3,general
4jps,8.3,general
4jzd,8.3,general
4kcg,8.3,general
4l4l,8.3,general
4lwu,8.3,general
4n1u,8.3,general
4nus,8.3,general
4o0b,8.3,refined
4o5b,8.3,general
4ohk,8.3,general
4olh,8.3,general
4qo4,8.3,general
4rx7,8.3,general
4wki,8.3,general
4x6p,8.3,core
4xhk,8.3,general
4ynk,8.3,general
4ztr,8.3,general
4zy6,8.3,general
5a0b,8.3,general
5am3,8.3,general
5buj,8.3,general
5bvo,8.3,general
5cxh,8.3,general
5e80,8.3,general
5he7,8.3,general
5j7b,8.3,general
5j8z,8.3,refined
5jfr,8.3,general
5k76,8.3,general
5kcv,8.3,general
5kdr,8.3,general
5khm,8.3,refined
5kpk,8.3,general
5t2b,8.3,general
5tiu,8.3,general
5tqf,8.3,general
5uac,8.3,general
5uox,8.3,general
5uy8,8.3,general
5x26,8.3,general
5x5o,8.3,general
5xs2,8.3,general
5yea,8.3,general
5ztn,8.3,general
6aaj,8.3,general
6b4w,8.3,general
6b8j,8.3,general
6bfd,8.3,general
6c4g,8.3,general
6c6o,8.3,general
6cmj,8.3,general
6cn6,8.3,general
6en4,8.3,general
6f23,8.3,general
6ma3,8.3,refined
1rgj,8.31,general
2hs2,8.31,general
3dc3,8.31,refined
4acd,8.31,general
4csj,8.31,general
4ddl,8.31,general
5dyw,8.31,general
5nxo,8.31,refined
5oah,8.31,general
5tnt,8.31,general
6das,8.31,general
2dq7,8.32,general
2fdd,8.32,general
2gj5,8.32,refined
2qtb,8.32,general
2xhr,8.32,general
2yi7,8.32,refined
3qak,8.32,general
3tv6,8.32,general
4bbg,8.32,general
4gih,8.32,refined
4jwk,8.32,refined
4kin,8.32,general
4pee,8.32,refined
4z16,8.32,general
5a3u,8.32,general
5c2a,8.32,refined
5czm,8.32,refined
5eef,8.32,general
5ehe,8.32,general
6aam,8.32,general
6enm,8.32,general
1hwr,8.33,refined
1u9q,8.33,general
2wj2,8.33,general
3ns7,8.33,general
3sdi,8.33,general
3sw2,8.33,general
4eev,8.33,general
4htx,8.33,general
4i33,8.33,general
4z1k,8.33,refined
5fky,8.33,general
6b5o,8.33,general
1bzy,8.34,refined
1uwb,8.34,general
2qci,8.34,refined
2wxl,8.34,general
2xye,8.34,refined
3ay9,8.34,general
3f82,8.34,general
3lj7,8.34,general
3npc,8.34,refined
4yhf,8.34,general
5es1,8.34,general
5ime,8.34,refined
5uit,8.34,general
5y24,8.34,general
6g39,8.34,refined
1h23,8.35,core
1mj7,8.35,general
2uwd,8.35,refined
2zxa,8.35,general
3bgl,8.35,general
3m6p,8.35,general
3nu5,8.35,refined
4bf6,8.35,refined
4mvh,8.35,general
4yml,8.35,refined
5amn,8.35,general
5edl,8.35,refined
6cqf,8.35,general
9hvp,8.35,general
1bb0,8.36,general
1d4j,8.36,refined
3d83,8.36,refined
3g45,8.36,general
3kek,8.36,refined
3oj8,8.36,general
3r7o,8.36,refined
3wiz,8.36,general
4e6q,8.36,core
4g3f,8.36,general
4gzf,8.36,general
4k19,8.36,general
4lts,8.36,general
4y2b,8.36,general
5dls,8.36,general
5k0x,8.36,general
1ouy,8.37,general
2fjp,8.37,general
2nmy,8.37,general
2nmz,8.37,refined
2nnk,8.37,general
2nnp,8.37,general
2xdw,8.37,general
3h0z,8.37,general
3q6k,8.37,general
3t1a,8.37,refined
3tcp,8.37,general
3wyx,8.37,general
4bao,8.37,refined
4v24,8.37,refined
4ye3,8.37,general
5efb,8.37,general
5hk1,8.37,general
5m6u,8.37,general
6c0n,8.37,general
6g9d,8.37,general
1k21,8.38,refined
1mu6,8.38,refined
3hab,8.38,general
3qkd,8.38,refined
3zpu,8.38,refined
4a6b,8.38,refined
4ere,8.38,general
4g3e,8.38,general
4xv1,8.38,general
5d21,8.38,refined
5tq4,8.38,general
6g3a,8.38,refined
6g97,8.38,general
1it6,8.39,general
1lzq,8.39,refined
1x7b,8.39,general
3dpk,8.39,general
4p1r,8.39,general
4qyg,8.39,general
4u3f,8.39,general
5hcx,8.39,general
6ayr,8.39,refined
6g9j,8.39,general
1a4g,8.4,general
1aaq,8.4,refined
1b6m,8.4,general
1fd0,8.4,refined
1fq5,8.4,refined
1fzk,8.4,refined
1jil,8.4,general
1k22,8.4,refined
1mtr,8.4,refined
1nd5,8.4,general
1o47,8.4,general
1q3w,8.4,general
1s64,8.4,general
1w4l,8.4,general
1w5x,8.4,refined
1w7x,8.4,general
1z1h,8.4,refined
1zpa,8.4,refined
2al5,8.4,core
2baj,8.4,refined
2j95,8.4,refined
2oic,8.4,general
2oqv,8.4,general
2ovy,8.4,refined
2pe2,8.4,general
2qbp,8.4,core
2rl5,8.4,general
2uwl,8.4,refined
2vsl,8.4,refined
2xyn,8.4,general
2y82,8.4,refined
2zda,8.4,core
3b68,8.4,core
3bl7,8.4,general
3coh,8.4,general
3d0e,8.4,refined
3efw,8.4,general
3ekn,8.4,general
3el9,8.4,refined
3eos,8.4,general
3frg,8.4,general
3gz9,8.4,general
3k9x,8.4,general
3kwz,8.4,general
3nrm,8.4,general
3ook,8.4,general
3qrj,8.4,general
3qxv,8.4,refined
3r2b,8.4,general
3s4q,8.4,general
3s74,8.4,general
3str,8.4,refined
3sww,8.4,refined
3ttz,8.4,general
3u4w,8.4,general
3vap,8.4,general
3zxz,8.4,refined
4aoi,8.4,refined
4at3,8.4,general
4b8o,8.4,general
4bck,8.4,refined
4bgh,8.4,general
4c61,8.4,general
4cnh,8.4,general
4dk5,8.4,general
4fzc,8.4,general
4jai,8.4,general
4jsr,8.4,general
4l52,8.4,general
4lxk,8.4,general
4mqu,8.4,general
4nh7,8.4,refined
4nw6,8.4,general
4px6,8.4,general
4qmy,8.4,general
4ra5,8.4,general
4rcf,8.4,general
4ual,8.4,refined
4uro,8.4,general
4uyn,8.4,general
4x7k,8.4,general
4z3v,8.4,general
5a3t,8.4,general
5bmm,8.4,general
5ccm,8.4,general
5cs2,8.4,general
5csw,8.4,general
5d9k,8.4,general
5dxu,8.4,general
5e91,8.4,general
5em6,8.4,general
5fa7,8.4,general
5g57,8.4,refined
5hd0,8.4,general
5hg7,8.4,general
5jrs,8.4,general
5laz,8.4,general
5ll4,8.4,general
5ody,8.4,general
5org,8.4,refined
5ufi,8.4,general
5x28,8.4,general
6f3d,8.4,general
6g9h,8.4,general
6gue,8.4,refined
1e4h,8.41,refined
1g48,8.41,refined
1i9p,8.41,refined
1i9q,8.41,general
1w96,8.41,refined
2am9,8.41,general
2w6c,8.41,general
3mvm,8.41,general
3oxc,8.41,general
4agd,8.41,general
4ngt,8.41,general
5ak2,8.41,general
6aah,8.41,general
6cvy,8.41,general
1bwb,8.42,refined
1htg,8.42,general
1i9o,8.42,general
2g5p,8.42,general
2isc,8.42,general
4ezj,8.42,general
4hbp,8.42,general
4ksy,8.42,refined
4wa9,8.42,refined
5c4s,8.42,general
5icp,8.42,general
5vl2,8.42,refined
1jje,8.43,general
2c8w,8.43,general
2xbv,8.43,core
2za5,8.43,refined
3nhi,8.43,refined
3qlb,8.43,general
3tam,8.43,general
3u7s,8.43,general
4cqe,8.43,general
4g3g,8.43,general
4y8x,8.43,refined
4zk5,8.43,general
5dey,8.43,refined
5exl,8.43,refined
5f2u,8.43,refined
5t66,8.43,general
1bmn,8.44,general
1ynd,8.44,general
2rf2,8.44,general
2vc9,8.44,refined
2xyf,8.44,refined
3uhm,8.44,general
3w1f,8.44,general
4bbe,8.44,general
4k1e,8.44,general
4zae,8.44,refined
5kqx,8.44,refined
5n0e,8.44,refined
5v8q,8.44,general
5voj,8.44,refined
6b31,8.44,general
1jq9,8.45,general
1a3e,8.46,general
1bgo,8.46,general
1iht,8.46,general
1ld8,8.46,general
1u3q,8.46,general
1u9w,8.46,general
2mip,8.46,general
2oh4,8.46,general
3bx5,8.46,general
3kdd,8.46,refined
3kl6,8.46,general
3nam,8.46,general
3q2g,8.46,general
4css,8.46,refined
4he9,8.46,general
4lge,8.46,general
4u01,8.46,general
5a09,8.46,general
5b4w,8.46,general
5nxv,8.46,general
6h7n,8.46,general
1qkn,8.47,general
2ds1,8.47,general
2oag,8.47,refined
2qo8,8.47,general
2wei,8.47,general
3b28,8.47,general
3bhb,8.47,general
3zln,8.47,refined
5f94,8.47,general
5ohi,8.47,general
5v6y,8.47,general
1i9l,8.48,general
1i9m,8.48,general
1w5y,8.48,refined
2hs1,8.48,refined
2p3b,8.48,refined
2r5p,8.48,refined
2uxz,8.48,refined
2yix,8.48,refined
3b1m,8.48,core
3eqs,8.48,general
3n3j,8.48,refined
3wqh,8.48,general
4jpa,8.48,general
4nvq,8.48,general
4o0v,8.48,general
5ap2,8.48,general
5jh6,8.48,general
5kr2,8.48,refined
5n0d,8.48,refined
5svk,8.48,general
6b41,8.48,general
6fe1,8.48,refined
1akt,8.49,general
1ec0,8.49,refined
2g5u,8.49,refined
2ieo,8.49,general
2ihq,8.49,refined
2oqi,8.49,general
3gfe,8.49,general
3pp1,8.49,general
3s45,8.49,refined
3wyy,8.49,general
4a22,8.49,general
4ehe,8.49,general
4hdf,8.49,refined
4m2r,8.49,refined
4mwu,8.49,general
5fl1,8.49,general
5nx2,8.49,general
5t28,8.49,general
5tkt,8.49,general
5tr6,8.49,general
5ufs,8.49,refined
5vzy,8.49,general
5x33,8.49,general
7upj,8.49,refined
3d3p,8.5,general
3qd0,8.5,general
5lxd,8.5,general
1cr6,8.51,general
1d8m,8.51,general
1g05,8.51,general
1qpl,8.51,general
2rg5,8.51,general
2vh0,8.51,refined
3i25,8.51,refined
3tia,8.51,general
3u8j,8.51,refined
3uol,8.51,general
3zpt,8.51,general
4nk9,8.51,general
5ij7,8.51,general
5k4i,8.51,general
5to8,8.51,general
6b1o,8.51,general
1b6p,8.52,general
1d7x,8.52,general
1fcy,8.52,refined
1hbj,8.52,general
1i5r,8.52,refined
1jij,8.52,general
1jk7,8.52,general
1nfx,8.52,refined
1o44,8.52,general
1oit,8.52,general
1q6p,8.52,general
1r78,8.52,general
1rhu,8.52,general
1rp7,8.52,refined
1sps,8.52,general
1ta2,8.52,general
1urw,8.52,general
1w14,8.52,general
1xkk,8.52,refined
2b1p,8.52,general
2boh,8.52,refined
2bqw,8.52,general
2bxt,8.52,general
2fs9,8.52,general
2fvd,8.52,core
2gbi,8.52,general
2hfp,8.52,general
2oc2,8.52,refined
2ow3,8.52,general
2q64,8.52,refined
2qmf,8.52,general
2qu6,8.52,refined
2v11,8.52,general
2vaq,8.52,general
2vf6,8.52,general
2vnm,8.52,general
2vtp,8.52,general
2vvc,8.52,refined
2vw5,8.52,core
2w1g,8.52,general
2wn9,8.52,core
2wxp,8.52,general
2xa4,8.52,general
2xbj,8.52,general
2xfk,8.52,general
3cic,8.52,general
3dcv,8.52,general
3dya,8.52,general
3h5u,8.52,general
3hvh,8.52,general
3hvk,8.52,general
3i0r,8.52,general
3ia6,8.52,general
3jzo,8.52,general
3k84,8.52,general
3lpi,8.52,refined
3m2w,8.52,general
3ml5,8.52,refined
3n23,8.52,general
3ns9,8.52,general
3ocg,8.52,general
3pa4,8.52,general
3psb,8.52,general
3psd,8.52,general
3sfc,8.52,general
3spk,8.52,general
3suu,8.52,refined
3sx4,8.52,general
3t3v,8.52,general
3tct,8.52,general
3ttm,8.52,refined
3u4u,8.52,general
3umw,8.52,general
3zxh,8.52,general
4bae,8.52,general
4bcb,8.52,general
4c4j,8.52,general
4dtk,8.52,general
4e1z,8.52,general
4e3l,8.52,general
4foc,8.52,general
4gjd,8.52,general
4gv1,8.52,general
4h1e,8.52,general
4h3i,8.52,general
4h4m,8.52,general
4hyi,8.52,general
4izy,8.52,general
4j52,8.52,general
4jnc,8.52,general
4jnm,8.52,general
4l6s,8.52,general
4lgg,8.52,general
4nh8,8.52,refined
4o6w,8.52,refined
4o97,8.52,refined
4p1u,8.52,general
4qmn,8.52,general
4rpv,8.52,general
4rx5,8.52,general
4tlr,8.52,general
4uwh,8.52,general
4wcu,8.52,general
4xoc,8.52,refined
4yne,8.52,general
4yzc,8.52,general
4zom,8.52,general
5am1,8.52,general
5anw,8.52,general
5bqh,8.52,general
5bue,8.52,general
5eyc,8.52,general
5eyk,8.52,general
5fqc,8.52,general
5hg8,8.52,general
5i4v,8.52,general
5izq,8.52,general
5j79,8.52,general
5jur,8.52,general
5jyo,8.52,general
5mjb,8.52,general
5mpk,8.52,refined
5mw2,8.52,general
5n70,8.52,general
5vi6,8.52,refined
5vlr,8.52,general
5wlv,8.52,general
6b4h,8.52,general
6c1s,8.52,general
6ccy,8.52,general
6csp,8.52,refined
6dvm,8.52,general
6fyk,8.52,general
6g9n,8.52,general
3jzc,8.53,general
1r1i,8.54,general
3hc8,8.54,general
3kjd,8.54,refined
3q96,8.54,general
4fcb,8.54,general
4hwo,8.54,refined
4mbl,8.54,general
4yay,8.54,general
5mjn,8.54,refined
5sxm,8.54,refined
6e2o,8.54,general
1hos,8.55,refined
1ibg,8.55,general
1ppl,8.55,refined
2byr,8.55,refined
2zis,8.55,general
3ejp,8.55,refined
3g6g,8.55,general
3kfc,8.55,general
3rwg,8.55,general
3t8s,8.55,general
3v51,8.55,refined
4ynd,8.55,general
5amd,8.55,refined
5hzx,8.55,general
5i9y,8.55,refined
5nhv,8.55,general
5nxg,8.55,refined
5svl,8.55,general
6c7e,8.55,general
3so9,8.56,general
1bgq,8.57,refined
1q1g,8.57,refined
1yye,8.57,general
2h8h,8.57,general
2i0j,8.57,general
2r5q,8.57,general
2w6t,8.57,general
2w78,8.57,general
2x4z,8.57,refined
2yne,8.57,general
3dkf,8.57,general
3ejq,8.57,refined
3ejr,8.57,core
3v7x,8.57,refined
3vrt,8.57,general
4hy4,8.57,general
4kmz,8.57,refined
4re3,8.57,general
4tpk,8.57,general
4uwl,8.57,general
5caq,8.57,refined
5j6m,8.57,refined
3r5t,8.58,refined
1akw,8.59,general
1hkj,8.59,general
1m7q,8.59,general
2fky,8.59,general
2gu8,8.59,general
2iit,8.59,general
2itz,8.59,general
2wky,8.59,refined
3ibi,8.59,refined
4ezl,8.59,general
4mx9,8.59,general
4tpp,8.59,general
5hk2,8.59,general
5idn,8.59,general
5nbw,8.59,refined
5u6d,8.59,general
6dkg,8.59,general
6h37,8.59,refined
1bwa,8.6,refined
1ikw,8.6,general
1yy4,8.6,general
2r5b,8.6,general
3b66,8.6,refined
3bqn,8.6,general
3fhe,8.6,general
3k5g,8.6,general
3m6f,8.6,general
3oe0,8.6,general
3s43,8.6,refined
3sxf,8.6,refined
3t3u,8.6,refined
4efs,8.6,refined
4f65,8.6,general
4gj2,8.6,refined
4jg8,8.6,general
4ke1,8.6,general
4qf7,8.6,refined
4qjp,8.6,general
4qlt,8.6,general
5a3q,8.6,general
5cf5,8.6,general
5sz3,8.6,refined
5upf,8.6,refined
4b00,8.61,general
4ban,8.61,refined
6gl8,8.61,refined
1a61,8.62,general
1azl,8.62,general
2bbb,8.62,general
2cej,8.62,refined
2h42,8.62,general
3dt1,8.62,general
3qqu,8.62,general
3ryz,8.62,refined
4bf1,8.62,refined
4dru,8.62,general
4fcf,8.62,general
4hf4,8.62,refined
4jx9,8.62,refined
4nrl,8.62,general
4tpm,8.62,general
4zim,8.62,general
5egm,8.62,refined
5htz,8.62,refined
5n9s,8.62,general
5ubt,8.62,general
5vio,8.62,general
5ylu,8.62,general
6euv,8.62,general
6h7j,8.62,general
3f17,8.63,refined
4ee0,8.63,general
5of0,8.63,general
1g45,8.64,refined
1mue,8.64,refined
1r1j,8.64,refined
1t31,8.64,refined
2qry,8.64,general
2qt9,8.64,general
3f88,8.64,general
3hkw,8.64,refined
3s71,8.64,refined
3wig,8.64,general
3zev,8.64,general
4g9c,8.64,general
4pft,8.64,refined
4qd6,8.64,core
4x6x,8.64,general
4ydn,8.64,general
4zyf,8.64,refined
5e8f,8.64,refined
5hbe,8.64,general
5hbj,8.64,general
5jga,8.64,general
5nhy,8.64,general
5uwk,8.64,general
5x74,8.64,refined
5zwi,8.64,general
6dki,8.64,general
6hd4,8.64,general
6std,8.64,refined
2oax,8.65,refined
4kp0,8.65,general
1i9n,8.66,refined
1n9a,8.66,general
2i47,8.66,general
2pja,8.66,general
2rg6,8.66,general
2x39,8.66,general
3cjo,8.66,general
3d1x,8.66,refined
3kqc,8.66,general
3nox,8.66,refined
3s68,8.66,general
3t19,8.66,general
3u8k,8.66,core
3vnt,8.66,general
4bbf,8.66,general
4p0n,8.66,general
5edu,8.66,general
5epn,8.66,refined
5f4n,8.66,general
5hgc,8.66,general
5hu1,8.66,general
5n93,8.66,refined
5td2,8.66,general
5tq3,8.66,general
6b5t,8.66,general
6ds0,8.66,general
3u1y,8.67,general
6aqf,8.67,general
6e59,8.67,general
2nw4,8.68,general
2qd6,8.68,refined
3c6t,8.68,general
3iw4,8.68,general
3jsi,8.68,general
3m8p,8.68,general
3p76,8.68,general
3s3r,8.68,general
4jmh,8.68,general
4lgu,8.68,general
5a3s,8.68,general
5f1z,8.68,general
6ge0,8.68,general
6h96,8.68,general
2q55,8.69,refined
5cj6,8.69,refined
1bcd,8.7,refined
1bji,8.7,general
1dmt,8.7,general
1f9e,8.7,general
1g4j,8.7,general
1haa,8.7,general
1hfs,8.7,refined
1ida,8.7,general
1jgl,8.7,refined
1jiz,8.7,general
1jyq,8.7,refined
1lnm,8.7,refined
1npa,8.7,general
1npw,8.7,general
1ohr,8.7,refined
1pxo,8.7,refined
1rne,8.7,general
1svg,8.7,general
1t7j,8.7,refined
1w13,8.7,refined
1xap,8.7,refined
1y0x,8.7,general
2b7d,8.7,refined
2be2,8.7,general
2bpm,8.7,general
2bvx,8.7,general
2dbl,8.7,general
2f8g,8.7,refined
2fl2,8.7,general
2fmb,8.7,refined
2fr3,8.7,general
2h4n,8.7,refined
2hm1,8.7,general
2i0e,8.7,general
2i3z,8.7,general
2jh0,8.7,refined
2k31,8.7,general
2nnq,8.7,general
2nwl,8.7,general
2oaz,8.7,general
2ojj,8.7,refined
2ovx,8.7,general
2pcp,8.7,refined
2q2z,8.7,general
2uwo,8.7,refined
2vj8,8.7,refined
2vnn,8.7,general
2w0d,8.7,general
2w17,8.7,general
2wf1,8.7,general
2wgj,8.7,refined
2wxv,8.7,general
2wyg,8.7,refined
2x2i,8.7,general
2xvd,8.7,general
2y5f,8.7,refined
2y7z,8.7,refined
2y81,8.7,refined
2yac,8.7,general
2yak,8.7,general
3be2,8.7,general
3bla,8.7,general
3brn,8.7,refined
3d9z,8.7,refined
3da6,8.7,general
3eqr,8.7,refined
3fdm,8.7,general
3ge7,8.7,core
3hvj,8.7,refined
3hwn,8.7,general
3i5z,8.7,refined
3i60,8.7,refined
3ik3,8.7,general
3l1s,8.7,general
3lgp,8.7,general
3lvp,8.7,general
3oot,8.7,general
3oyp,8.7,general
3oz1,8.7,general
3pa5,8.7,general
3ppj,8.7,general
3qc4,8.7,general
3qk0,8.7,general
3s73,8.7,refined
3thb,8.7,general
3wc5,8.7,general
4a7i,8.7,refined
4bah,8.7,refined
4d89,8.7,general
4d8c,8.7,general
4eo6,8.7,refined
4f1s,8.7,general
4hxw,8.7,general
4hy1,8.7,refined
4i5h,8.7,general
4j53,8.7,general
4jjg,8.7,general
4jlg,8.7,general
4k6z,8.7,general
4lgh,8.7,general
4lxa,8.7,general
4n4v,8.7,general
4nwk,8.7,general
4o12,8.7,general
4o15,8.7,general
4occ,8.7,general
4ps3,8.7,general
4q1c,8.7,general
4r5a,8.7,refined
4rce,8.7,general
4rwj,8.7,refined
4uj9,8.7,general
4unr,8.7,general
4x7o,8.7,general
4xmo,8.7,general
4yhp,8.7,general
4yth,8.7,refined
4zg7,8.7,general
4zwx,8.7,refined
4zwy,8.7,general
4zwz,8.7,refined
5bnj,8.7,general
5c2e,8.7,general
5dk4,8.7,general
5e2o,8.7,refined
5e8r,8.7,general
5edq,8.7,general
5hcv,8.7,refined
5hg5,8.7,general
5ih9,8.7,refined
5k0i,8.7,general
5kks,8.7,general
5ml4,8.7,general
5nk4,8.7,refined
5sz2,8.7,refined
5t2i,8.7,general
5tw3,8.7,general
5tzy,8.7,general
5u00,8.7,general
5ufr,8.7,refined
5ug8,8.7,general
5vgo,8.7,general
5w86,8.7,general
5x8i,8.7,general
5zkb,8.7,general
6awo,8.7,general
6cyd,8.7,general
6f22,8.7,general
3t9t,8.71,general
1c12,8.72,general
1eub,8.72,general
1hc9,8.72,general
1hkm,8.72,general
1o5m,8.72,general
1x76,8.72,general
2pjc,8.72,general
2wj1,8.72,general
3ckz,8.72,refined
3lik,8.72,general
3p8o,8.72,refined
3pwh,8.72,general
3ts4,8.72,refined
3vf9,8.72,general
4bkj,8.72,general
4crc,8.72,core
4hhy,8.72,general
4ish,8.72,refined
4ivb,8.72,core
4q1b,8.72,general
4tv3,8.72,general
4x6o,8.72,refined
4xg8,8.72,general
5c42,8.72,general
5c4u,8.72,general
5ikb,8.72,refined
5j74,8.72,general
5jg1,8.72,refined
5lrj,8.72,general
5zwh,8.72,general
6b1f,8.72,general
6b1h,8.72,general
6br2,8.72,general
6br3,8.72,general
6dj7,8.72,refined
1cin,8.73,general
1b6k,8.74,refined
1bl4,8.74,general
